"","X.x","HHID.x","PN.x","SSUBHH.x","RSUBHH.x","SPN_SP.x","SCSR.x","SFAMR.x","SFINR.x","SS003_1","SS004_1","SS008_1","SS005_1","SS006_1","SS007_1","SS010_1","SS014_1","SS011_1","SS012_1","SS013_1","SS003_2","SS004_2","SS008_2","SS005_2","SS006_2","SS007_2","SS010_2","SS014_2","SS011_2","SS012_2","SS013_2","SS003_3","SS004_3","SS008_3","SS005_3","SS006_3","SS007_3","SS010_3","SS014_3","SS011_3","SS012_3","SS013_3","SS003_4","SS004_4","SS008_4","SS005_4","SS006_4","SS007_4","SS010_4","SS014_4","SS011_4","SS012_4","SS013_4","SS016","SS017","SS021","SS018","SS019","SS020","SS023","SS024","SS025","SS026","SS027","SS031","SS028","SS029","SS030","SS033","SS034","SS035","SS036","SS037","SS038M1","SS038M2","SS038M3","SS040","SS041","SS061","SS062","SS063","SS042","SS043","SS064","SS065","SS066","SS044","SS045","SS046","SS047","SS048M1","SS048M2","SS048M3","SS048M4","SS050","SS051M1","SS051M2","SS051M3","SS051M4","SS051M5","SS051M6","SS052M","SS054M1M","SS054M2M","SS055","SS056","SS057","SS058","SS067","SS068","SS069","SS059","SSMODE","SVDATE.x","SVERSION.x","respondent_id","X.y","HHID.y","PN.y","SSUBHH.y","RSUBHH.y","SPN_SP.y","SCSR.y","SFAMR.y","SFINR.y","SB084","SB000","SB001","SB002","SB003M","SB006","SB007","SB008","SB014","SB015","SB016","SB017M","SB020","SB021","SB022","SB023","SB024M","SB025","SB138","SB139M","SB026","SB027","SB088","SB136","SB137M","SB028","SB029M1M","SB029M2M","SB089M1M","SB089M2M","SB089M3M","SB091M","SB135","SB033","SB034","SB035","SB036","SB037","SB038","SB096","SB097","SB039","SB040","SB041M1","SB041M2","SB047M","SB049","SB050","SB052M","SB082","SB054","SB055","SB056","SB057","SB058","SB059","SB060","SB061","SB065","SB066_1","SB067_1","SB068_1","SB070_1","SB066_2","SB067_2","SB068_2","SB070_2","SB066_3","SB067_3","SB068_3","SB070_3","SB066_4","SB067_4","SB068_4","SB070_4","SB063","SB076","SBMODE","SVDATE.y","SVERSION.y","X","HHID","PN","BIRTHMO","BIRTHYR","CENSUS1940","CMSLINK","DEGREE","EFTFASSIGN","EXDEATHMO","EXDEATHYR","EXDODSOURCE","FIRSTIW","GENDER","HISPANIC","IMMGYEAR","KNOWNDECEASEDMO","KNOWNDECEASEDYR","KNOWNDECEASEDSOURCE","LASTALIVEMO","LASTALIVEYR","LASTALIVESOURCE","MOSFLAG","OVHHID","OVPN","OVRESULT","OVYEAR","RACE","SCHLYRS","SECU","STRATUM","STUDY","USBORN","WTCOHORT","YRENTER","HHBASEWT","ADAMS1","CAMS01","CAMS03","CAMS05","CAMS07","CAMS09","CAMS11","CAMS13","CAMS15","CAMS17","CAMS19","CAMS21","DIAB03","DVSA07","DVSB07","GENETICS06","GENETICS08","GENETICS10","GENETICS12","HCMS11","HCNS13","HCAP_SELECT","HCAP16ELIG","HCAP16REL","HCAP16RESP","HSM19","HWB09","HUMS01","INTRNT03","INTRNT06","INTRNT07","INTRNT09","INTRNT11","INTRNT13","LHMS15","LHMS17SPR","LHMS17FALL","LHMS19SPR","LHMS19FALL","MAIL99","PDS05","PDS07","PHYMSR04","TELOMERE08","VA13","VALINK","VBS1618WGTR","VBS16COMPLETE","VBS16CONSENT","VBS16ELIG","VBS16SELECT","VBS16VALID","VBSI16WGTRA","VBSI16WGTRB","VBSI16GRPA","VBSI16GRPB","VBS18COMPLETE","VBS18CONSENT","VBS18ELIG","VBS18SELECT","VBS18VALID","AAGE","AALIVE","ACOUPID","ACOUPLE","AFAMR","AFINR","AINSAMP","AIWLANG","AIWMODE","AIWMONTH","AIWTYPE","AIWWAVE","AIWYEAR","ANEWSP","ANURSHM","APENFLAG","APPN","APROXY","ARESCODE","ASUBHH","ASUBHHIW","AWGTHH","AWGTR","AWHY0WGT","BAGE","BALIVE","BCOUPID","BCOUPLE","BFAMR","BFINR","BINSAMP","BIWLANG","BIWMODE","BIWMONTH","BIWTYPE","BIWWAVE","BIWYEAR","BNEWSP","BNURSHM","BPPN","BPROXY","BRESCODE","BSUBHH","BSUBHHIW","BWGTHH","BWGTR","BWHY0WGT","CAGE","CALIVE","CCOUPID","CCOUPLE","CFAMR","CFINR","CINSAMP","CIWLANG","CIWMODE","CIWMONTH","CIWTYPE","CIWWAVE","CIWYEAR","CNEWSP","CNURSHM","CPPN","CPROXY","CRESCODE","CSUBHH","CSUBHHIW","CWGTHH","CWGTR","CWHY0WGT","DAGE","DALIVE","DCOUPID","DCOUPLE","DFAMR","DFINR","DINSAMP","DIWLANG","DIWMODE","DIWMONTH","DIWTYPE","DIWWAVE","DIWYEAR","DNEWSP","DNURSHM","DPPN","DPROXY","DRESCODE","DSUBHH","DSUBHHIW","DWGTHH","DWGTR","DWHY0WGT","EAGE","EALIVE","ECOUPID","ECOUPLE","EFAMR","EFINR","EINSAMP","EIWLANG","EIWMODE","EIWMONTH","EIWTYPE","EIWWAVE","EIWYEAR","ENEWSP","ENURSHM","EPPN","EPROXY","ERESCODE","ESUBHH","ESUBHHIW","EWGTHH","EWGTR","EWHY0WGT","FAGE","FALIVE","FCOUPID","FCOUPLE","FFAMR","FFINR","FINSAMP","FIWLANG","FIWMODE","FIWMONTH","FIWTYPE","FIWWAVE","FIWYEAR","FNEWSP","FNURSHM","FPENFLAG","FPPN","FPROXY","FRESCODE","FSUBHH","FSUBHHIW","FWGTHH","FWGTR","FWHY0WGT","GAGE","GALIVE","GCOUPID","GCOUPLE","GFAMR","GFINR","GINSAMP","GIWLANG","GIWMODE","GIWMONTH","GIWTYPE","GIWWAVE","GIWYEAR","GNEWSP","GNURSHM","GPPN","GPROXY","GRESCODE","GSUBHH","GSUBHHIW","GWGTHH","GWGTR","GWGTRNH","GWHY0WGT","HAGE","HALIVE","HCOUPID","HCOUPLE","HFAMR","HFINR","HINSAMP","HIWLANG","HIWMODE","HIWMONTH","HIWTYPE","HIWWAVE","HIWYEAR","HLIVARR","HNEWSP","HNURSHM","HPPN","HPROXY","HRESCODE","HSUBHH","HSUBHHIW","HWGTHH","HWGTR","HWGTRNH","HWHY0WGT","JAGE","JALIVE","JCOUPID","JCOUPLE","JFAMR","JFINR","JINSAMP","JIWLANG","JIWMODE","JIWMONTH","JIWTYPE","JIWWAVE","JIWYEAR","JLIVARR","JMARST","JNEWSP","JNURSHM","JPENFLAG","JPMSELWT","JPMWGTR","JPPN","JPROXY","JRESCODE","JSUBHH","JSUBHHIW","JWGTHH","JWGTR","JWGTR_DB","JWGTR_PS","JWHY0HWT","JWHY0RWT","JWGTRNH","KAGE","KALIVE","KBIOWGTR","KCOUPID","KCOUPLE","KFAMR","KFINR","KINSAMP","KIWLANG","KIWMODE","KIWMONTH","KIWTYPE","KIWWAVE","KIWYEAR","KLBWGTR","KLIVARR","KMARST","KNEWSP","KNURSHM","KPMWGTR","KPPN","KPROXY","KRESCODE","KSUBHH","KSUBHHIW","KWGTHH","KWGTR","KWHY0HWT","KWHY0RWT","KWGTRNH","LAGE","LALIVE","LBIOWGTR","LCOUPID","LCOUPLE","LFAMR","LFINR","LINSAMP","LIWLANG","LIWMODE","LIWMONTH","LIWTYPE","LIWWAVE","LIWYEAR","LLBWGTR","LLIVARR","LMARST","LNEWSP","LNURSHM","LPMWGTR","LPPN","LPROXY","LRESCODE","LSUBHH","LSUBHHIW","LWGTHH","LWGTR","LWHY0HWT","LWHY0RWT","LWGTRNH","MAGE","MALIVE","MBIOWGTR","MCOUPID","MCOUPLE","MFAMR","MFINR","MINSAMP","MIWLANG","MIWMODE","MIWMONTH","MIWTYPE","MIWWAVE","MIWYEAR","MLBWGTR","MLIVARR","MMARST","MNEWSP","MNURSHM","MPMWGTR","MPPN","MPROXY","MRESCODE","MSUBHH","MSUBHHIW","MWGTHH","MWGTR","MWHY0HWT","MWHY0RWT","MWGTRNH","NAGE","NALIVE","NBIOWGTR","NCOUPID","NCOUPLE","NFAMR","NFINR","NINSAMP","NIWLANG","NIWMODE","NIWMONTH","NIWTYPE","NIWWAVE","NIWYEAR","NLBWGTR","NLIVARR","NMARST","NNEWSP","NNURSHM","NPMWGTR","NPPN","NPROXY","NRESCODE","NSUBHH","NSUBHHIW","NWGTHH","NWGTR","NWHY0HWT","NWHY0RWT","NWGTRNH","OAGE","OALIVE","OBIOWGTR","OCOUPID","OCOUPLE","OFAMR","OFINR","OINSAMP","OIWLANG","OIWMODE","OIWMONTH","OIWTYPE","OIWWAVE","OIWYEAR","OLBWGTR","OLIVARR","OMARST","ONEWSP","ONURSHM","OPMWGTR","OPPN","OPROXY","ORESCODE","OSUBHH","OSUBHHIW","OWGTHH","OWGTR","OWHY0HWT","OWHY0RWT","OWGTRNH","PAGE","PALIVE","PBIOWGTR","PCOUPID","PCOUPLE","PFAMR","PFINR","PINSAMP","PIWLANG","PIWMODE","PIWMONTH","PIWTYPE","PIWWAVE","PIWYEAR","PLBWGTR","PLIVARR","PMARST","PNEWSP","PNURSHM","PPMWGTR","PPPN","PPROXY","PRESCODE","PSUBHH","PSUBHHIW","PWGTHH","PWGTR","PWHY0HWT","PWHY0RWT","PWGTRNH","PVBSWGTR","QAGE","QALIVE","QNOCALL","QCOUPID","QCOUPLE","QFAMR","QFINR","QINSAMP","QIWLANG","QIWMODE","QIWMONTH","QIWTYPE","QIWWAVE","QIWYEAR","QLBWGTR","QLIVARR","QMARST","QNEWSP","QNURSHM","QPMWGTR","QPPN","QPROXY","QRESCODE","QSUBHH","QSUBHHIW","QWEBCONTROL","QWGTHH","QWGTR","QWGTRNH","QWHY0HWT","QWHY0RWT","RAGE","RALIVE","RCOUPID","RCOUPLE","RFAMR","RFINR","RINSAMP","RIWLANG","RIWMODE","RIWMONTH","RIWTYPE","RIWWAVE","RIWYEAR","RLBWGTR","RLIVARR","RMARST","RNEWSP","RNURSHM","RPPN","RPROXY","RRESCODE","RSUBHH","RSUBHHIW","RWEBCONTROL","RWGTHH","RWGTR","RWGTRNH","RWHY0HWT","RWHY0RWT","VERSION"
"1",10,10106,20,0,0,NA,1,1,1,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,36000,6,NA,NA,NA,NA,NA,NA,NA,NA,2,540,4,NA,NA,NA,98,41,400,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,1,1e+05,NA,NA,NA,5,NA,NA,NA,NA,18000,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,1,NA,NA,NA,NA,NA,1,2,2,1,"10106_20",10,10106,20,0,0,NA,1,1,1,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,1,2,2,1,29,10106,20,4,1933,NA,1,9,2,NA,NA,NA,2012,2,5,9999,NA,NA,NA,12,2020,1,NA,0,0,0,NA,1,13,1,1,1,5,36,1992,4162,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,NA,NA,NA,NA,99,99,2,NA,NA,NA,1,99,99,99,99,99,99,99,99,5,99,1,99,99,99,99,99,99,99,99,99,NA,NA,0,1,1,NA,NA,NA,0,0,NA,0,1,1,NA,999,1,10020,1,NA,NA,1,NA,NA,NA,5,0,NA,5,9,0,10,9,51,0,1,4162,0,7,999,NA,0,NA,NA,NA,2,NA,NA,NA,99,NA,NA,NA,NA,0,NA,NA,9,NA,0,0,7,999,1,10020,1,NA,NA,1,NA,NA,NA,5,0,NA,5,9,10,9,87,0,1,4264,0,7,999,NA,0,NA,NA,NA,2,NA,NA,NA,99,NA,NA,NA,NA,0,NA,NA,9,NA,0,0,7,999,1,10020,1,NA,NA,1,NA,NA,NA,5,0,NA,5,6,10,9,51,0,1,4269,0,7,999,1,10020,1,NA,NA,1,NA,NA,NA,5,0,NA,5,6,0,10,9,51,0,1,4288,0,7,999,1,10020,1,NA,NA,1,NA,NA,NA,5,0,NA,5,9,10,9,51,0,5,0,0,0,7,999,1,10020,1,NA,NA,1,NA,NA,NA,5,0,NA,1,5,6,10,9,5002,0,1,0,0,0,7,999,1,10020,1,NA,NA,1,NA,NA,NA,5,0,NA,NA,NA,5,7,0,0,NA,10,9,5001,0,5,0,0,NA,NA,5,5,0,999,1,NA,10020,1,NA,NA,1,NA,NA,NA,5,0,NA,NA,NA,NA,5,7,NA,10,9,5001,0,5,0,0,5,5,0,999,1,NA,10020,1,NA,NA,1,NA,NA,NA,5,0,NA,NA,NA,NA,5,7,NA,10,9,5001,0,5,0,0,5,5,0,999,1,NA,10020,1,NA,NA,1,NA,NA,NA,5,0,NA,NA,NA,NA,5,7,NA,10,9,5001,0,5,0,0,5,5,0,79,1,13763,10020,1,5,5,1,1,1,8,1,1,2012,0,1,1,5,5,12407,10,5,1001,0,1,5112,5361,0,0,0,81,1,NA,10020,1,5,5,1,1,1,6,1,1,2014,NA,1,1,5,5,NA,10,5,1001,0,1,5457,5831,0,0,NA,83,1,18947,10020,1,5,5,1,1,1,6,1,1,2016,0,1,1,5,5,17085,10,5,1001,0,1,5500,6080,0,0,NA,NA,85,1,5,10020,1,5,5,1,1,1,6,1,1,2018,NA,1,1,5,5,NA,10,5,1001,0,1,5,6623,7466,NA,0,0,87,1,10020,1,5,5,1,1,2,12,1,1,2020,26475,1,1,5,5,10,5,1001,0,1,5,7544,7908,NA,0,0,1
"2",11,10281,10,0,0,NA,1,1,1,2,650,4,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,5,NA,NA,NA,NA,5,NA,NA,NA,NA,15000,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,5,NA,NA,NA,NA,NA,1,1,5,1,"10281_10",11,10281,10,0,0,NA,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,1,1,5,1,47,10281,10,5,1938,NA,2,2,2,NA,NA,NA,1992,2,5,1978,NA,NA,NA,9,2018,1,NA,0,0,0,NA,2,12,2,2,1,5,41,1992,2422,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,NA,NA,NA,1,5,5,1,1,2,0,99,5,5,99,99,99,99,99,99,5,99,5,99,5,99,1,5,99,99,99,99,NA,NA,NA,0,1,NA,NA,NA,0,0,NA,NA,0,1,NA,54,1,10020,1,1,1,1,1,1,5,1,1,1992,5,5,0,20,5,1,0,1,2422,2805,7,999,NA,0,NA,NA,NA,2,NA,NA,NA,99,NA,NA,NA,NA,0,NA,NA,9,NA,0,0,7,56,1,10020,1,1,1,1,1,2,6,1,1,1994,5,5,20,5,1,0,1,2633,3169,7,999,NA,0,NA,NA,NA,2,NA,NA,NA,99,NA,NA,NA,NA,0,NA,NA,9,NA,0,0,7,58,1,10020,1,1,1,1,1,2,10,1,1,1996,5,5,20,5,1,0,1,2640,3326,7,59,1,10020,1,1,1,1,1,2,4,1,1,1998,5,5,0,20,5,1,0,1,2462,2908,7,62,1,10020,1,1,1,1,1,2,6,1,1,2000,5,5,20,5,1,0,1,2604,2877,0,7,64,1,10020,1,1,1,1,1,2,5,1,1,2002,1,5,5,20,5,1001,0,1,3324,3628,0,7,66,1,10020,1,1,1,1,1,1,6,1,1,2004,1,1,5,5,0,0,NA,20,5,1001,0,1,2661,2928,NA,20613,0,0,0,67,1,NA,10020,1,1,1,1,1,2,3,1,1,2006,NA,1,1,5,5,NA,20,5,1001,0,1,2768,3054,0,0,0,999,1,NA,10020,1,NA,NA,1,NA,NA,NA,5,0,NA,NA,NA,NA,5,7,NA,20,9,5001,0,5,0,0,5,5,0,72,1,NA,10020,1,1,1,1,1,2,4,1,1,2011,NA,1,1,5,5,NA,20,5,1001,0,1,3255,3575,0,0,0,74,1,14253,10020,1,1,1,1,1,1,7,1,1,2012,15057,1,1,5,5,11009,20,5,1001,0,1,3380,3657,0,0,0,76,1,NA,10020,1,1,1,1,1,2,9,1,1,2014,NA,1,1,5,5,NA,20,2,1001,0,1,3520,3850,0,0,NA,78,1,0,10020,1,1,1,1,1,2,6,1,1,2016,0,1,1,5,5,0,20,2,1001,0,1,3340,3719,0,0,NA,NA,80,1,5,10020,1,1,1,1,1,2,9,1,1,2018,NA,1,1,5,5,NA,20,2,1001,0,1,5,3759,4354,NA,0,0,999,2,10020,1,NA,NA,1,NA,NA,NA,5,0,NA,NA,NA,NA,5,7,20,9,6007,0,5,5,0,0,NA,5,5,1
"3",16,10394,10,0,0,NA,1,1,1,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,1,3e+05,NA,NA,NA,5,NA,NA,NA,NA,20000,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,5,NA,NA,NA,NA,NA,1,2,3,1,"10394_10",16,10394,10,0,0,NA,1,1,1,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,2018,NA,97,NA,NA,NA,NA,NA,3,NA,1,6,2019,2,6,2012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,2,3,1,58,10394,10,11,1940,5,0,4,2,NA,NA,NA,1992,1,5,9999,NA,NA,NA,4,2017,3,NA,0,0,0,NA,1,16,1,1,1,1,41,1992,4166,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,NA,1,NA,NA,99,5,1,3,NA,NA,99,1,99,1,99,1,5,99,5,5,99,5,99,5,99,1,1,99,1,5,99,NA,NA,NA,NA,1,NA,NA,NA,0,0,NA,NA,NA,1,NA,51,1,10040,1,5,1,1,1,1,4,1,1,1992,5,5,0,40,5,1,0,1,4166,4168,7,999,NA,0,NA,NA,NA,2,NA,NA,NA,99,NA,NA,NA,NA,0,NA,NA,9,NA,0,0,7,53,1,10040,1,5,1,1,1,2,8,1,1,1994,5,5,40,5,1,0,1,4664,4942,7,999,NA,0,NA,NA,NA,2,NA,NA,NA,99,NA,NA,NA,NA,0,NA,NA,9,NA,0,0,7,55,1,10040,1,5,1,1,1,2,6,1,1,1996,5,5,40,5,1,0,1,5043,5158,7,57,1,10040,1,5,1,1,1,2,3,1,1,1998,5,5,0,40,5,1,0,1,4602,4739,7,59,1,10040,1,5,1,1,1,2,3,1,1,2000,5,5,40,5,1,0,1,4599,4675,0,7,61,1,10040,1,5,1,1,1,2,6,1,1,2002,1,5,5,40,5,1001,0,1,4696,4564,0,7,63,1,10040,1,5,1,1,1,1,4,1,1,2004,1,1,5,5,0,0,NA,40,5,1001,0,1,4561,4869,NA,NA,0,0,0,65,1,NA,10040,1,5,1,1,1,2,3,1,1,2006,NA,1,1,5,5,NA,40,5,1001,0,1,4698,5069,0,0,0,67,1,15239,10040,1,5,1,1,1,1,4,1,1,2008,12502,1,1,5,5,13538,40,5,1001,0,1,4793,5067,0,0,0,70,1,NA,10040,1,5,1,1,1,2,2,1,1,2011,NA,1,1,5,5,NA,40,5,1001,0,1,5331,5484,0,0,0,71,1,0,10040,1,5,1,1,1,2,6,1,1,2012,15203,1,1,5,5,0,40,5,1001,0,1,5423,5600,0,0,0,999,1,NA,10040,1,NA,NA,1,NA,NA,NA,5,0,NA,NA,NA,NA,5,7,NA,40,9,5001,0,5,0,0,5,5,NA,999,2,NA,10000,NA,NA,NA,1,NA,NA,NA,5,0,NA,NA,NA,NA,5,7,NA,0,9,5001,0,5,0,0,5,5,NA,NA,999,2,2,10040,1,NA,NA,1,NA,NA,NA,5,0,NA,NA,NA,NA,5,9,NA,40,9,5005,0,5,5,0,0,NA,5,5,999,2,10040,1,NA,NA,1,NA,NA,NA,5,0,NA,NA,NA,NA,5,3,40,9,6001,0,5,5,0,0,NA,2,5,1
"4",26,10537,11,0,0,NA,1,1,1,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,5,NA,NA,NA,NA,5,NA,NA,NA,NA,22000,NA,NA,NA,3,NA,NA,NA,1,205,203,NA,NA,NA,NA,5,NA,NA,NA,5,NA,NA,NA,NA,NA,1,1,3,1,"10537_11",26,10537,11,0,0,NA,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,1,1,3,1,94,10537,11,3,1932,NA,2,0,1,NA,NA,NA,2008,1,5,1971,NA,NA,NA,6,2020,1,NA,0,0,0,NA,2,12,2,1,1,5,36,2008,1487,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,NA,NA,NA,NA,1,1,2,NA,NA,NA,99,99,99,99,99,99,99,99,99,5,99,5,99,5,99,99,99,99,99,99,99,4228,1,1,1,1,1,NA,NA,0,0,NA,NA,NA,0,NA,999,NA,0,NA,NA,NA,3,NA,NA,NA,99,NA,NA,NA,NA,0,0,NA,NA,9,NA,0,0,7,999,NA,0,NA,NA,NA,2,NA,NA,NA,99,NA,NA,NA,NA,0,NA,NA,9,NA,0,0,7,999,NA,0,NA,NA,NA,3,NA,NA,NA,99,NA,NA,NA,NA,0,NA,NA,9,NA,0,0,7,999,NA,0,NA,NA,NA,2,NA,NA,NA,99,NA,NA,NA,NA,0,NA,NA,9,NA,0,0,7,999,NA,0,NA,NA,NA,3,NA,NA,NA,99,NA,NA,NA,NA,0,NA,NA,9,NA,0,0,7,999,NA,0,NA,NA,NA,3,NA,NA,NA,99,NA,NA,NA,NA,0,0,NA,NA,9,NA,0,0,7,999,NA,0,NA,NA,NA,3,NA,NA,NA,99,NA,NA,NA,NA,0,NA,NA,9,NA,0,0,0,7,999,NA,0,NA,NA,NA,3,NA,NA,NA,99,NA,NA,NA,NA,NA,0,NA,NA,9,NA,0,0,0,7,999,NA,0,NA,NA,NA,3,NA,NA,NA,99,NA,NA,NA,NA,NA,NA,0,0,NA,0,NA,NA,9,NA,0,0,NA,NA,7,7,0,999,NA,NA,0,NA,NA,NA,3,NA,NA,NA,99,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,9,NA,0,0,7,7,0,76,1,NA,10011,1,5,5,1,1,2,7,1,1,2008,NA,1,2,1,5,NA,10,5,1001,0,1,830,941,0,0,0,78,1,2391,10011,1,5,5,1,1,1,5,1,1,2010,2374,1,1,5,5,2176,10,5,1001,0,1,798,903,0,0,0,80,1,NA,10011,1,5,5,1,1,1,4,1,1,2012,NA,1,1,5,5,NA,10,5,1001,0,1,1051,1144,0,0,0,82,1,3482,10011,1,5,5,1,1,1,3,1,1,2014,0,1,1,5,5,2933,10,5,1001,0,1,1096,1287,0,0,NA,84,1,NA,10011,1,1,1,1,1,1,7,1,1,2016,NA,2,1,5,5,NA,10,5,1001,0,1,1739,2033,0,0,NA,4328,86,1,5,10011,1,1,1,1,1,1,4,1,1,2018,0,2,1,5,5,7007,10,5,1001,0,1,5,1889,2476,NA,0,0,88,1,10011,1,1,1,1,1,2,6,1,1,2020,NA,1,1,5,5,10,2,1001,0,1,5,1253,1558,NA,0,0,1
